0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11183571779783744,0.10365052390686273,0.0,0.0,0.0,0.0,0.0,0.2285096666329328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35525490099785273,0.0,0.0,0.20880417214145133,0.2098482245012428,0.29321442145261256,0.17750640150147562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554650852530567,0.44457691134202615,0.17854609558489917,0.18557205323863452,0.13715098877637086,0.2350700347853879,0.15320948119216807,0.2349133113785583,0.13673142745647351,0.0,0.0,0.0,0.0,0.0,0.17161025771995878,0.18581410110367352,0.0,0.13599926580413635,0.13229294391282323,0.13532159317856385,0.12918872280523866,0.0,0.14530642048231054,0.0,0.0,0.0,0.0,0.0,0.17129270822289583,0.2176158339604929,0.0,0.0,0.14758456272771567,0.0,0.32932747564557785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31089034018104983,0.30509815881038893,0.22346259296359347,0.2597689209133208,0.18236754810402747,0.16287594678594564,0.18624048213951266,0.17076546798847383,0.1598001215063472,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20498249679939942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23924705374493307,0.0,0.25695804850568416,0.2300789787925723,0.0,0.17825973949914956,0.0,0.0,0.3431268270323007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12891371591196224,0.43072368684801005,0.3881773016821444,0.32536244531399977,0.30432803701674943,0.19255042258463623,0.15124178937671265,0.12512719368999448,0.0,0.0,0.16302218332765597,0.13769257593850984,0.1423176980758189,0.15434048727908806,0.19640700058421734,0.1704142506195827,0.13229294391282323,0.15677459470473676,0.13560733032264563,0.15677459470473676,0.12869011689517848,0.13087832831603055,0.1524261930155587,0.1375172334867468,0.0,0.0,0.19404614860768793,0.1508111483085792,0.15209061352557043,0.2620629090068705,0.3339599307098511,0.25433958624824776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18334719523139972,0.19290748229723198,0.18971118907198187,0.18660545610676602,0.19228710667896073,0.20771815648613082,0.18796993224714548,0.16971331656008395,0.1546878905902258,0.20605998132500633,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33778960913595774,0.0,0.0,0.18498152005038673,0.0,0.0,0.0,0.28597515905546045,0.18418946247688478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346374504337588,0.18973462870885852,0.17534235035352447,0.14698125127389364,0.12809286009586082,0.13643943522726948,0.0,0.12641355853233724,0.11750977937930251,0.10409301032401445,0.17794356987506402,0.1393927898197583,0.13388536595448294,0.1420440793510122,0.1316130299999512,0.1288073593792194,0.14447930081499083,0.12325639770966355,0.12087817770981986,0.12995073403663598,0.13752309231350154,0.15915778677761083,0.12700877496455826,0.14091142622948616,0.1512726349047113,0.14043372902241613,0.20931898069945493,0.1809985760492557,0.19998169738048596,0.23234208277884572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2547069132230492,0.1988725997380436,0.17276989625649666,0.24340610513174363,0.18962667053046928,0.19133974952020716,0.19590682499596435,0.18196458492316345,0.12728737135080426,0.12964425630730167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09413915541139702,0.0,0.0,0.0,0.0,0.0,0.0,0.2212973995181075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23159759538568045,0.0,0.28245309013107506,0.17213417305843665,0.0,0.0,0.0,0.3101739977424834,0.1789898715005824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23731214808422402,0.0,0.17080499914635705,0.0,0.0,0.15714825686894252,0.08887387424989848,0.13783714753071208,0.11310555499923856,0.18332479854411296,0.14576627145601914,0.0,0.12790847324037594,0.1154817648912021,0.12670022373934856,0.13960592341117248,0.14229296467223307,0.14119799972931563,0.13170595307520824,0.12706548511723423,0.12706548511723423,0.12707354166044682,0.1222172355538433,0.14361940059038314,0.13626696577733713,0.15951915764046512,0.1724607878101246,0.1944623846884189,0.1987308107970856,0.21849542624234825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22059611618340946,0.19506453418900538,0.18962667053046928,0.15404267520717885,0.14955710796486274,0.1655907847140804,0.1614931612806998,0.12513872571418136,0.13124240076502913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20019590015961475,0.0,0.0,0.0,0.0,0.0,0.0,0.15665156272883868,0.0,0.0,0.0,0.39226926119150407,0.19990248340948175,0.17025541665444896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15401706308349344,0.18111114829141953,0.0,0.192411105584914,0.0,0.1336899048030698,0.0,0.20850127777117952,0.10309700303397067,0.10656852864414126,0.15756053725328198,0.10871343187122548,0.13676462638218195,0.12800131930520048,0.15933614745743305,0.13375411917109006,0.1254824391999871,0.16549960292847388,0.13765299906956652,0.1396377857181449,0.14229296467223307,0.138058829109796,0.12541799936474302,0.12808752322760214,0.12706548511723423,0.13531270270858395,0.13647824515909,0.1577883034271781,0.13890011598328003,0.167842859410563,0.1724607878101246,0.19453666137577452,0.1704424078701013,0.18564843608319662,0.0,0.0,0.0,0.12092445908662589,0.0,0.0,0.0,0.0,0.0,0.0,0.23632845993437437,0.22796815452863686,0.21814456570296523,0.16977274430250422,0.16906612553932268,0.15449813364834827,0.15230526672820138,0.12439592092892451,0.14229296467223307,0.0,0.17048180870717183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21998299454735515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3330427351929181,0.0,0.21073716339027285,0.0,0.0,0.0,0.0,0.26713518403705677,0.20139229820021615,0.15077565032836251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13673142745647351,0.13820311596006274,0.19687703286956298,0.21242132453843968,0.0,0.12060300025132369,0.11026303179904351,0.11747542583028998,0.11789851817866033,0.2236545477240909,0.12932344926986983,0.13747069329724715,0.12917615857243758,0.11470351243930242,0.11546775240442528,0.13894907871256482,0.13375411917109006,0.13485019933575226,0.13894907871256482,0.117176121109646,0.13017177187920823,0.13479407668629306,0.12541799936474302,0.14261648694277423,0.12706548511723423,0.19474729110153524,0.12706548511723423,0.12199172037580748,0.13983710286344017,0.1454602595357637,0.11904750243730726,0.15814492552346135,0.19599022271608144,0.166066971495627,0.20946212156433586,0.2120831038619917,0.21836988851884312,0.22839106120903438,0.2501900793051289,0.0,0.0,0.0,0.0,0.0,0.21669055923121439,0.14779552934662427,0.14779552934662427,0.15541621341503706,0.14682040733202012,0.14682040733202012,0.16602838929322983,0.15106724741598027,0.1495882260227562,0.0,0.0,0.17519034207224074,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19273472674652398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547093639983167,0.0,0.0,0.0,0.0,0.0,0.0,0.2659245533875909,0.0,0.31918740984985355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15401706308349344,0.17789954845689987,0.22295622750605146,0.13684294531292274,0.13202271842361543,0.18138932228208027,0.1730258456917429,0.30439959174128495,0.1435809192428794,0.17313394912869096,0.21797362850559926,0.11161368598390006,0.11406454508192439,0.11470351243930242,0.11470351243930242,0.11470351243930242,0.13040449357609457,0.14900998512488198,0.11496287295266744,0.13894907871256482,0.12273598623075781,0.13870354046377714,0.13870354046377714,0.13874620375914598,0.13523214235667835,0.12897217107028178,0.14049750899172908,0.12687366999440997,0.14373576499274615,0.1479995469319547,0.1573789560403357,0.1484257223987607,0.14926021143335655,0.25215181101485973,0.16598971173055405,0.16962030384464022,0.176115424636764,0.1850453928190889,0.20493858355764769,0.0,0.0,0.0,0.20616298277796632,0.16343308023769015,0.12302303115171437,0.1548254403905417,0.15734623267458558,0.1440622304704267,0.1440622304704267,0.14682040733202012,0.14846378940293092,0.15998430925524335,0.1643339825488694,0.15221096083709945,0.0,0.0,0.1670604568619295,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032008030279639,0.0,0.0,0.0,0.0,0.0,0.0,0.1780850803384018,0.0,0.0,0.0,0.0,0.0,0.16865440042733867,0.0,0.0,0.0,0.15271998431018421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19822717659863148,0.11882824789529665,0.19905002458159635,0.21542370095276975,0.13336386558411578,0.1291565441158407,0.19002423737200866,0.2050552795464559,0.245009767509155,0.19071440541267873,0.10396165031402041,0.09634253820115789,0.12908388461624293,0.11439040121379945,0.13458174444041926,0.12184597904506568,0.13634637752066808,0.13634637752066808,0.12891574883899792,0.12734178327981735,0.13543068702677902,0.10094628475127318,0.12544691382510137,0.14039534599557216,0.14357879437207544,0.14803324216192495,0.1390202244643248,0.1458919617154356,0.19431294520021317,0.1499268745403471,0.12083507304147362,0.14214506461409518,0.14642923937397417,0.13525494804053614,0.16692713363003886,0.1285191883591666,0.13596129768861498,0.18032017123534208,0.19126655052422464,0.17704031420471336,0.1781847945005756,0.1781847945005756,0.17990017323361598,0.0,0.15839520536275542,0.17087872618092392,0.13594710556934134,0.13594710556934134,0.1374883939790412,0.16697824099591824,0.1589167287474006,0.14495932007442158,0.1570243487480485,0.1700879765257015,0.15205618295671333,0.15278967578357971,0.14453206907151098,0.14741675364025159,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19602098289861888,0.0,0.0,0.0,0.0,0.0,0.1738021491604687,0.1601920864064141,0.16152549820610673,0.0,0.402900653241064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285926239625114,0.11521161806218043,0.11311582159260931,0.3221471545736485,0.19140277755393958,0.2523393277410321,0.10334106065946692,0.3238038537643763,0.11149145813837186,0.17272334649066617,0.12598777173653494,0.1683785792796946,0.1427356997823894,0.24822784199343775,0.19933326704564688,0.0965849462324143,0.11077212378587264,0.09245813526461569,0.12184597904506568,0.18155077723916158,0.13040449357609457,0.12734178327981735,0.13543068702677902,0.1249177379984764,0.1226512144064017,0.14594936704476533,0.1440406564577305,0.15182154557797434,0.13523214235667835,0.14803324216192495,0.15077102533658535,0.1458919617154356,0.12420852485690043,0.14220758322261187,0.13059615702334765,0.14416140585712162,0.1369694550926576,0.15309453448326968,0.14194873410123887,0.1815912455495509,0.1523866540483457,0.14313583486270318,0.15036195730183557,0.13691269248648938,0.14347923659203984,0.0,0.14347923659203984,0.1901923843399659,0.13295912872384366,0.14459004473503054,0.14557803898079613,0.14068772500654228,0.13969149553206084,0.14459004473503054,0.1689665356622501,0.15998430925524335,0.15998430925524335,0.15661859975860606,0.14869119413822768,0.15352943516131023,0.13829211709912378,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13051345966963832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400437275786158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747246226992468,0.16850950404250697,0.24318896592664108,0.27347124057951583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1193330478544202,0.1384323774043196,0.0,0.10553390007790575,0.15894063234063024,0.27225087594475056,0.24379662252477605,0.14520957304729012,0.21980221969620234,0.1805852255979531,0.19127289090728605,0.2033786016820415,0.10058148823212686,0.1904676385388057,0.16157051446009682,0.11885106428101308,0.09682786344597788,0.09719210636143856,0.1224803458223337,0.08747342910234465,0.1226512144064017,0.12707053339751764,0.12561435228492385,0.11197286362526883,0.15754897648493146,0.12190249879230906,0.1295523520706239,0.1617012487070332,0.2006327923934334,0.15269483307177797,0.14039534599557216,0.12190603083168183,0.11590882877646198,0.1440406564577305,0.1289337779805083,0.14081761926527914,0.1499268745403471,0.14220758322261187,0.154266014126373,0.12330041882082331,0.12644488751952038,0.14374807919800098,0.14131371713167026,0.14131371713167026,0.1845935629357854,0.1569054138476398,0.1322419876043767,0.15493970515089,0.13807758051871857,0.14068772500654228,0.1470399214847384,0.14068772500654228,0.1256294441629552,0.14068772500654228,0.1272005601593737,0.13034114800210236,0.14068772500654228,0.1374883939790412,0.14431989286474495,0.15361519783207506,0.13053742170355506,0.14157546762662615,0.16895425045236986,0.1471635360271698,0.16707791012965081,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582647436981009,0.0,0.0,0.0,0.0,0.0,0.0,0.24989570884374765,0.01531591721957407,0.3964971601057273,0.15812299035088928,0.30688987443639093,0.188134045118154,0.09456355510328295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14737195842564563,0.14453322190155068,0.14400280376934002,0.11069879994419898,0.14977022304070087,0.24211946965138167,0.12306955449098232,0.16007383908035935,0.2572904329708595,0.1505865275614333,0.12257375004312183,0.12435226869824725,0.08508848961152449,0.11561413258896833,0.16633143861670294,0.17620011995805102,0.09543359213613364,0.08398240233576597,0.0892004091221819,0.10727825844649362,0.13075384880012234,0.14805727640221622,0.1387095516397935,0.13543068702677902,0.10979994435195575,0.13409935958321645,0.13953994497134306,0.14418747557104908,0.14162790574512812,0.1255555148117724,0.1213113337181646,0.10940418490203388,0.1446471617731894,0.18706758637471937,0.1440406564577305,0.13523214235667835,0.13523214235667835,0.12420852485690043,0.14542517201116617,0.14220758322261187,0.12380473741341638,0.13807758051871857,0.1845935629357854,0.16486855540480297,0.15108745594995468,0.1497900425585098,0.1272005601593737,0.15157099899039403,0.1497900425585098,0.13779709749501393,0.14674433241177745,0.1440406564577305,0.13779709749501393,0.15877858332292283,0.12759532976676888,0.14068772500654228,0.14068772500654228,0.1422795611701057,0.14484892067962926,0.1422795611701057,0.14429405984178462,0.14429405984178462,0.1527684415534469,0.14894068640819055,0.0,0.15963302556196657,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
